symbol,provider,time,time_utc,articleId,headline
GPUS,DJ-N,2025-12-15 12:13:00,,DJ-N$1cfecc11,CFA Technology:Insider Review For Week Ended 12-Dec -3-
GPUS,DJ-N,2025-12-15 12:13:00,,DJ-N$1cfecbea,CFA Technology:Insider Review For Week Ended 12-Dec -2-
GPUS,DJ-N,2025-12-15 12:13:00,,DJ-N$1cfecba2,CFA Technology:Insider Review For Week Ended 12-Dec
GPUS,DJ-N,2025-12-15 11:00:00,,DJ-N$1cfeaa64,"Press Release: Hyperscale Data Announces Estimated Total Assets and Net Assets per Share of $1.17 and $0.52, Respectively, as of November 30, 2025"
GPUS,DJ-N,2025-12-12 21:35:00,,DJ-N$1cfbe112,"Chmn Ault III Buys 10,000 Of Hyperscale Data Inc >GPUS"
GPUS,DJ-N,2025-12-09 11:00:00,,DJ-N$1cf17f1e,Press Release: Hyperscale Data Bitcoin Treasury at Approximately $75 Million
GPUS,DJ-N,2025-12-08 12:14:00,,DJ-N$1cee53c0,CFA Technology:Insider Review For Week Ended 5-Dec -4-
GPUS,DJ-N,2025-12-08 12:13:00,,DJ-N$1cee53b6,CFA Technology:Insider Review For Week Ended 5-Dec -3-
GPUS,DJ-N,2025-12-08 12:13:00,,DJ-N$1cee5377,CFA Technology:Insider Review For Week Ended 5-Dec -2-
GPUS,DJ-N,2025-12-08 12:13:00,,DJ-N$1cee5373,CFA Technology:Insider Review For Week Ended 5-Dec
GPUS,DJ-N,2025-12-05 22:01:00,,DJ-N$1ceb9d0a,"Chmn Ault III Buys 100,000 Of Hyperscale Data Inc >GPUS"
GPUS,DJ-N,2025-12-03 21:32:00,,DJ-N$1ce5c23b,"Chmn Ault III Buys 101,000 Of Hyperscale Data Inc >GPUS"
GPUS,DJ-N,2025-12-02 22:16:00,,DJ-N$1ce2f46c,Hyperscale Data Files 8K - Unregistered Equity Sales >GPUS
GPUS,DJ-N,2025-12-02 22:16:00,,DJ-N$1ce2f46a,Hyperscale Data Files 8K - Direct Or Off-Balance Sheet Financial Obligation >GPUS
GPUS,DJ-N,2025-12-02 22:16:00,,DJ-N$1ce2f468,Hyperscale Data Files 8K - Entry Into Definitive Agreement >GPUS
GPUS,DJ-N,2025-12-02 11:02:00,,DJ-N$1ce13503,Hyperscale Data Bitcoin Treasury at About $72.25M
GPUS,DJ-N,2025-12-02 11:00:00,,DJ-N$1ce132a3,Press Release: Hyperscale Data Bitcoin Treasury at Approximately $72.25 Million
GPUS,DJ-N,2025-11-25 11:00:00,,DJ-N$1cd1381e,Press Release: Hyperscale Data Bitcoin Treasury at Approximately $70.5 Million
GPUS,DJ-N,2025-11-24 12:14:00,,DJ-N$1cce02eb,CFA Technology:Insider Review For Week Ended 21-Nov -4-
GPUS,DJ-N,2025-11-24 12:14:00,,DJ-N$1cce02c7,CFA Technology:Insider Review For Week Ended 21-Nov -3-
GPUS,DJ-N,2025-11-24 12:13:00,,DJ-N$1cce02a8,CFA Technology:Insider Review For Week Ended 21-Nov -2-
GPUS,DJ-N,2025-11-24 12:13:00,,DJ-N$1cce027e,CFA Technology:Insider Review For Week Ended 21-Nov
GPUS,DJ-N,2025-11-24 11:00:00,,DJ-N$1ccde5f5,Press Release: Hyperscale Data Joins the Global Top 100 Public Bitcoin Treasury Companies with Current Holdings of Approximately 382 Bitcoin
GPUS,DJ-N,2025-11-23 08:14:00,,DJ-N$1cccf504,"HYPERSCALE DATA INC  COM, Inst Holders, 3Q 2025 (GPUS)"
GPUS,DJ-N,2025-11-21 13:44:00,,DJ-N$1cc9d129,Substantial Insider Purchases: Morning Report
MKDW,DJ-N,2026-01-02 22:00:00,,DJ-N$1d242786,MKDWELL Tech Repurchased About $7M Worth of Outstanding Ordinary Shares
MKDW,DJ-N,2026-01-02 22:00:00,,DJ-N$1d2426e9,Press Release: MKDW repurchased approximately $7 million worth of its outstanding ordinary shares.
MKDW,DJ-N,2026-01-02 22:00:00,,DJ-N$1d2426b9,Press Release: MKDW repurchased approximately $7 million worth of its outstanding ordinary shares.
MKDW,DJ-N,2025-12-29 21:37:00,,DJ-N$1d1c3e7e,MKDWELL Tech May Seek to Issue Equity or Debt Securities or Obtain Credit Facilities if Cash Resources Insufficient to Meet Requirements >MKDW
MKDW,DJ-N,2025-12-29 21:36:00,,DJ-N$1d1c3d44,MKDWELL Tech: Unaudited Condensed Consolidated Fincl Statements Prepared on Going Concern Basis >MKDW
MKDW,DJ-N,2025-12-29 21:34:00,,DJ-N$1d1c3b69,"MKDWELL Tech Believes Cash and Cash Equivalents, Time Deposits and Anticipated Cash Flow Will Be Sufficient to Meet Cash Needs, Commitments for at Least Next 12 Mos >MKDW"
MKDW,DJ-N,2025-12-29 21:33:00,,DJ-N$1d1c39d9,MKDWELL Tech 1H Rev $1.37M >MKDW
MKDW,DJ-N,2025-12-29 21:33:00,,DJ-N$1d1c39d4,MKDWELL Tech 1H Loss $1.7M >MKDW
MKDW,DJ-N,2025-12-29 21:30:00,,DJ-N$1d1c347a,Press Release: MKDWELL Tech Inc. Reports First -2-
MKDW,DJ-N,2025-12-29 21:30:00,,DJ-N$1d1c3479,Press Release: MKDWELL Tech Inc. Reports First Half of Fiscal Year 2025 Unaudited Financial Results
MKDW,DJ-N,2025-12-29 21:30:00,,DJ-N$1d1c340a,Press Release: MKDWELL Tech Inc. Reports First -2-
MKDW,DJ-N,2025-12-29 21:30:00,,DJ-N$1d1c3405,Press Release: MKDWELL Tech Inc. Reports First Half of Fiscal Year 2025 Unaudited Financial Results
DVLT,DJ-N,2025-12-31 21:44:00,,DJ-N$1d215e0a,Substantial Insider Sales: Afternoon Report
DVLT,DJ-N,2025-12-31 13:55:00,,DJ-N$1d206a86,"Holder Scilex Holding Co Sells 20,657,300 Of Datavault AI Inc >DVLT-Amended"
DVLT,DJ-N,2025-12-30 22:37:00,,DJ-N$1d1f1dbc,"VP Mbugua Surrenders 14,720 Of Datavault AI Inc >DVLT"
DVLT,DJ-N,2025-12-30 22:37:00,,DJ-N$1d1f1d9f,"CEO Bradley Surrenders 43,018 Of Datavault AI Inc >DVLT"
DVLT,DJ-N,2025-12-30 22:35:00,,DJ-N$1d1f1d55,"Chmn Moyer Surrenders 49,016 Of Datavault AI Inc >DVLT"
DVLT,DJ-N,2025-12-30 12:05:00,,DJ-N$1d1daebf,Press Release: Datavault AI Announces it will -2-
DVLT,DJ-N,2025-12-30 12:05:00,,DJ-N$1d1daebc,Press Release: Datavault AI Announces it will Exhibit at CES 2026 and Update Investors on Acoustics Division
DVLT,DJ-N,2025-12-29 12:56:00,,DJ-N$1d1b09dd,Datavault AI: Warrants Are Expected to Have a Striking Price of $5.00 Per Shr of Datavault AI Common Stk >DVLT
DVLT,DJ-N,2025-12-29 12:56:00,,DJ-N$1d1b09d8,Datavault AI Inc. Announces Proposed Div of Warrants
DVLT,DJ-N,2025-12-29 12:55:00,,DJ-N$1d1b093a,Press Release: Datavault AI Inc. Announces -2-
DVLT,DJ-N,2025-12-29 12:55:00,,DJ-N$1d1b0939,Press Release: Datavault AI Inc. Announces Proposed Dividend of Warrants
DVLT,DJ-N,2025-12-29 12:55:00,,DJ-N$1d1b0959,Datavault AI Intends to Declare Special Div Distribution of Warrants to Holders of Datavault AI Common Stk and Holders of Certain Other Datavault AI Equity Securities >DVLT
DVLT,DJ-N,2025-12-29 12:55:00,,DJ-N$1d1b092f,Press Release: Datavault AI Inc. Announces -2-
DVLT,DJ-N,2025-12-29 12:55:00,,DJ-N$1d1b092d,Press Release: Datavault AI Inc. Announces Proposed Dividend of Warrants
DVLT,DJ-N,2025-12-29 10:57:00,,DJ-N$1d1ad955,Press Release: Datavault AI Inc. Announces Board -2-
DVLT,DJ-N,2025-12-29 10:57:00,,DJ-N$1d1ad953,Press Release: Datavault AI Inc. Announces Board Approval of Dividend of Dream Bowl Meme Coin II to All Eligible Record Equity Holders of Datavault AI
DVLT,DJ-N,2025-12-22 20:06:00,,DJ-N$1d10d3c1,Press Release: Datavault AI and The Dream Bowl Announce National Broadcast Partnership for Dream Bowl XIV and Confirm Dream Bowl 2026 Meme Coin Claim Process for Dec. 24 Drop
DVLT,DJ-N,2025-12-22 09:53:00,,DJ-N$1d0f25f6,Datavault AI Announces Issuance of Two U.S. Patents Advancing Blockchain-Driven Content Licensing and Tokenized Monetization
DVLT,DJ-N,2025-12-22 09:00:00,,DJ-N$1d0f1425,Press Release: Datavault AI Inc. Announces -2-
DVLT,DJ-N,2025-12-22 09:00:00,,DJ-N$1d0f1423,Press Release: Datavault AI Inc. Announces Issuance of Two Foundational U.S. Patents Advancing Blockchain-Driven Content Licensing and Tokenized Monetization
DVLT,DJ-N,2025-12-22 09:00:00,,DJ-N$1d0f13f6,Press Release: Datavault AI Inc. Announces -2-
DVLT,DJ-N,2025-12-22 09:00:00,,DJ-N$1d0f13f3,Press Release: Datavault AI Inc. Announces Issuance of Two Foundational U.S. Patents Advancing Blockchain-Driven Content Licensing and Tokenized Monetization
DVLT,DJ-N,2025-12-15 12:55:00,,DJ-N$1cfee7e3,Press Release: Datavault AI Announces Hockey Hall -2-
DVLT,DJ-N,2025-12-15 12:55:00,,DJ-N$1cfee7e1,Press Release: Datavault AI Announces Hockey Hall of Famer Jeremy Roenick Joins to Monetize Sports Data and Lead Pioneering International NIL Exchange
DVLT,DJ-N,2025-12-12 11:03:00,,DJ-N$1cfa7332,Datavault AI Files 8K - Other Events >DVLT
DVLT,DJ-N,2025-12-12 11:03:00,,DJ-N$1cfa7331,Datavault AI Files 8K - Regulation FD >DVLT
DVLT,DJ-N,2025-12-11 21:05:00,,DJ-N$1cf8c37e,Press Release: Datavault AI Inc. (NASDAQ: DVLT) -2-
DVLT,DJ-N,2025-12-11 21:05:00,,DJ-N$1cf8c37a,"Press Release: Datavault AI Inc. (NASDAQ: DVLT) Announces a Distribution Date of Dec. 24, 2025, for the Dream Bowl Meme Coin Tokens to All Eligible Record Equity Holders of Datavault AI and Holders of Common Stock of Scilex Holding Company"
DVLT,DJ-N,2025-12-11 21:05:00,,DJ-N$1cf8c36d,Press Release: Datavault AI Inc. (NASDAQ: DVLT) -2-
DVLT,DJ-N,2025-12-11 21:05:00,,DJ-N$1cf8c36b,"Press Release: Datavault AI Inc. (NASDAQ: DVLT) Announces a Distribution Date of Dec. 24, 2025, for the Dream Bowl Meme Coin Tokens to All Eligible Record Equity Holders of Datavault AI and Holders of Common Stock of Scilex Holding Company"
DVLT,DJ-N,2025-12-11 21:05:00,,DJ-N$1cf8c208,Press Release: Datavault AI Inc. (NASDAQ: DVLT) -2-
DVLT,DJ-N,2025-12-11 21:05:00,,DJ-N$1cf8c200,"Press Release: Datavault AI Inc. (NASDAQ: DVLT) Announces a Distribution Date of Dec. 24, 2025, for the Dream Bowl Meme Coin Tokens to All Eligible Record Equity Holders of Datavault AI and Holders of Common Stock of Scilex Holding Company"
DVLT,DJ-N,2025-12-09 01:28:00,,DJ-N$1cf05e64,"Dir Howitt Sells 19,656 Of Datavault AI Inc >DVLT"
DVLT,DJ-N,2025-12-01 13:44:00,,DJ-N$1cdde4ba,Substantial Insider Sales: Morning Report
DVLT,DJ-N,2025-12-01 11:31:00,,DJ-N$1cdd9592,Scilex Holding Company Reports 47.99% Stake In Datavault AI >DVLT
DVLT,DJ-N,2025-11-29 02:45:00,,DJ-N$1cdb3afb,"Holder Scilex Holding Co Sells 422,299 Of Datavault AI Inc >DVLT"
DVLT,DJ-N,2025-11-26 21:42:00,,DJ-N$1cd5d179,Datavault AI Files 8K - Changes To Articles >DVLT
DVLT,DJ-N,2025-11-26 21:42:00,,DJ-N$1cd5d177,Datavault AI Files 8K - Asset Acquisition Or Disposition >DVLT
DVLT,DJ-N,2025-11-26 21:42:00,,DJ-N$1cd5d176,Datavault AI Files 8K - Entry Into Definitive Agreement >DVLT
DVLT,DJ-N,2025-11-26 14:09:00,,DJ-N$1cd4a490,Press Release: Datavault AI Signs Agreement with -2-
DVLT,DJ-N,2025-11-26 14:09:00,,DJ-N$1cd4a48f,"Press Release: Datavault AI Signs Agreement with the World Boxing Council, Unlocks Global Event-Driven Monetization at Scale"
DVLT,DJ-N,2025-11-26 13:05:00,,DJ-N$1cd48604,"Datavault AI Signs Agreement With the World Boxing Council, Unlocks Global Event-Driven Monetization at Scale"
DVLT,DJ-N,2025-11-26 13:05:00,,DJ-N$1cd485ff,Press Release: Datavault AI Signs Agreement with -2-
DVLT,DJ-N,2025-11-26 13:05:00,,DJ-N$1cd485fc,"Press Release: Datavault AI Signs Agreement with the World Boxing Council, Unlocks Global Event-Driven Monetization at Scale"
DVLT,DJ-N,2025-11-26 11:00:00,,DJ-N$1cd44998,Press Release: Datavault AI Announces Closing of -2-
DVLT,DJ-N,2025-11-26 11:00:00,,DJ-N$1cd44997,Press Release: Datavault AI Announces Closing of the Second Tranche of Scilex Holding Company's Previously Announced Equity Financing
DVLT,DJ-N,2025-11-26 11:00:00,,DJ-N$1cd44924,Press Release: Datavault AI Announces Closing of -2-
DVLT,DJ-N,2025-11-26 11:00:00,,DJ-N$1cd44922,Press Release: Datavault AI Announces Closing of the Second Tranche of Scilex Holding Company's Previously Announced Equity Financing
DVLT,DJ-N,2025-11-25 23:58:00,,DJ-N$1cd321f8,"Chmn Moyer Surrenders 28,594 Of Datavault AI Inc >DVLT"
DVLT,DJ-N,2025-11-25 23:57:00,,DJ-N$1cd321de,"CEO Bradley Surrenders 27,808 Of Datavault AI Inc >DVLT"
SIDU,DJ-N,2025-12-29 21:10:00,,DJ-N$1d1c1e8b,Press Release: Sidus Space Announces Closing of Public Offering
SIDU,DJ-N,2025-12-29 13:46:00,,DJ-N$1d1b2436,Sidus Space Files 8K - Other Events >SIDU
SIDU,DJ-N,2025-12-29 13:46:00,,DJ-N$1d1b2432,Sidus Space Files 8K - Entry Into Definitive Agreement >SIDU
SIDU,DJ-N,2025-12-26 23:10:00,,DJ-N$1d18ecf0,"Stocks to Watch: Sidus Space, WF Holding"
SIDU,DJ-N,2025-12-26 20:37:00,,DJ-N$1d188162,Sidus Space to Raise $16.2M in Stock Offering
SIDU,DJ-N,2025-12-26 20:25:00,,DJ-N$1d187fa6,Sidus Space Sells 10.8M Shrs for $1.50 Each
SIDU,DJ-N,2025-12-26 20:24:00,,DJ-N$1d187f8e,Sidus Space Announces Pricing of Offering
SIDU,DJ-N,2025-12-26 19:45:00,,DJ-N$1d187a1d,Press Release: Sidus Space Announces Pricing of Offering
SIDU,DJ-N,2025-12-24 18:18:00,,DJ-N$1d15deec,Press Release: Sidus Space Announces Closing of Public Offering
SIDU,DJ-N,2025-12-23 21:31:00,,DJ-N$1d13cbd8,Sidus Space Files 8K - Other Events >SIDU
SIDU,DJ-N,2025-12-23 21:31:00,,DJ-N$1d13cbd5,Sidus Space Files 8K - Entry Into Definitive Agreement >SIDU
SIDU,DJ-N,2025-12-23 02:30:00,,DJ-N$1d117eb6,Sidus Space: Offering Expected to Close Dec. 24>SIDU
SIDU,DJ-N,2025-12-23 02:30:00,,DJ-N$1d117eb4,Sidus Space: Total Gross Proceeds Expected to Be Approximately $25M >SIDU
SIDU,DJ-N,2025-12-23 02:30:00,,DJ-N$1d117eb2,Sidus Space Prices Public Offering of 19.23M Shares at $1.30 Per Share>SIDU
SIDU,DJ-N,2025-12-23 02:30:00,,DJ-N$1d117eb0,Sidus Space Announces Pricing of Public Offering
SIDU,DJ-N,2025-12-23 02:19:00,,DJ-N$1d117590,Press Release: Sidus Space Announces Pricing of Public Offering
SIDU,DJ-N,2025-12-23 00:03:00,,DJ-N$1d115191,Sidus Space Gets Contract From Missile Defense Agency
SIDU,DJ-N,2025-12-22 23:27:00,,DJ-N$1d1141d7,"Stocks to Watch: Paranovus, Parsons, Sidus Space, Zim"
SIDU,DJ-N,2025-12-22 22:37:00,,DJ-N$1d113521,Sidus Space Shares Fall on Proposed Public Offering
SIDU,DJ-N,2025-12-22 21:47:00,,DJ-N$1d110277,Sidus Space Announces Proposed Public Offering
SIDU,DJ-N,2025-12-22 21:43:00,,DJ-N$1d10fea3,Press Release: Sidus Space Announces Proposed Public Offering
SIDU,DJ-N,2025-12-22 13:32:00,,DJ-N$1d0f887c,Sidus Space Awarded Contract Under Missile Defense Agency's SHIELD IDIQ Program
SIDU,DJ-N,2025-12-22 13:32:00,,DJ-N$1d0f8874,Press Release: Sidus Space Awarded Contract Under Missile Defense Agency's SHIELD IDIQ Program
SIDU,DJ-N,2025-12-12 13:30:00,,DJ-N$1cfac06a,Press Release: Sidus Space CEO Carol Craig Appointed to Canaveral Port Authority Board of Commissioners
SIDU,DJ-N,2025-12-12 13:30:00,,DJ-N$1cfac03b,Sidus Space CEO Carol Craig Appointed To Canaveral Port Authority Board Of Commissioners >SIDU
SIDU,DJ-N,2025-12-10 13:30:00,,DJ-N$1cf4e173,"Press Release: Sidus Space Announces Successful Bus-Level Commissioning of Hybrid 3D Printed, AI Enhanced LizzieSat-3"
SIDU,DJ-N,2025-12-04 13:30:00,,DJ-N$1ce7838b,Sidus Space Secures Subcontractor Role With MobLobSpace on NASA SBIR Radar Initiative With LizzieSat Hosting
SIDU,DJ-N,2025-12-04 13:30:00,,DJ-N$1ce782d7,Press Release: Sidus Space Secures Subcontractor Role with MobLobSpace on NASA SBIR Radar Initiative with LizzieSat Hosting
SIDU,DJ-N,2025-11-22 08:14:00,,DJ-N$1ccc67b0,"SIDUS SPACE INC  CL A, Inst Holders, 3Q 2025 (SIDU)"
SIDU,DJ-N,2025-11-20 13:31:00,,DJ-N$1cc5919e,"Sidus Space Delivers Hardware, Software, and Final Report to Xiomas Technologies Under NASA Phase II Sequential Award"
SIDU,DJ-N,2025-11-20 13:30:00,,DJ-N$1cc59066,"Press Release: Sidus Space Delivers Hardware, Software, and Final Report to Xiomas Technologies Under NASA Phase II Sequential Award"
SIDU,DJ-N,2025-11-18 13:30:00,,DJ-N$1cbf5505,"Press Release: Sidus Space and Lonestar Data Holdings, LLC Drive Rapid Progress on Commercial Pathfinder Mission with Completion of Kickoff Meeting and System Requirements Review"
SIDU,DJ-N,2025-11-14 22:16:00,,DJ-N$1cb907fc,Sidus Space Files 8K - Operations And Financial Condition >SIDU
SIDU,DJ-N,2025-11-14 21:46:00,,DJ-N$1cb8e759,Sidus Space 3Q Loss/Shr 24c >SIDU
SIDU,DJ-N,2025-11-14 21:46:00,,DJ-N$1cb8e737,Sidus Space 3Q Rev $1.3M >SIDU
SIDU,DJ-N,2025-11-14 21:45:00,,DJ-N$1cb8e61f,Press Release: Sidus Space Reports Third Quarter -3-
SIDU,DJ-N,2025-11-14 21:45:00,,DJ-N$1cb8e61b,Press Release: Sidus Space Reports Third Quarter -2-
SIDU,DJ-N,2025-11-14 21:45:00,,DJ-N$1cb8e618,Press Release: Sidus Space Reports Third Quarter 2025 Financial Results and Provides Business Update
SIDU,DJ-N,2025-11-07 13:30:00,,DJ-N$1ca47a74,Press Release: Sidus Space to Host Third Quarter Financial Results Conference Call on November 14 at 5:00 p.m. ET
SIDU,DJ-N,2025-11-04 13:31:00,,DJ-N$1c99ac4a,Sidus Space Completes Design for FeatherEdge 248Vi: Advancing AI/ML Processing for Space and Defense Applications
SIDU,DJ-N,2025-11-04 13:30:00,,DJ-N$1c99ab7f,Press Release: Sidus Space Completes Design for FeatherEdge(TM) 248Vi: Advancing AI/ML Processing for Space and Defense Applications
SIDU,DJ-N,2025-10-27 12:30:00,,DJ-N$1c821e06,Press Release: Sidus Space Finalizes Commercial Pathfinder Mission Agreement with Lonestar for LizzieSat(R)-5 Mission
SIDU,DJ-N,2025-09-29 12:32:00,,DJ-N$1c40d1ce,"Sidus Space: Contract Carries Ceiling Value of $21 M Over 5 Years With Individual Task Orders Capped at $750,000 >SIDU"
SIDU,DJ-N,2025-09-29 12:31:00,,DJ-N$1c40d19c,Sidus Space to Provide Fabrication and On-Call Services for Critical Components Used in TYAD's Ops >SIDU
SIDU,DJ-N,2025-09-29 12:31:00,,DJ-N$1c40d140,Sidus Space Awarded 5-Yr IDIQ Contract to Support Tobyhanna Army Depot
SIDU,DJ-N,2025-09-29 12:30:00,,DJ-N$1c40cf57,Press Release: Sidus Space Awarded Five-Year IDIQ Contract to Support Tobyhanna Army Depot
SIDU,DJ-N,2025-09-16 20:05:00,,DJ-N$1c257e45,Press Release: Sidus Space Announces Closing of Public Offering
SIDU,DJ-N,2025-09-16 10:05:00,,DJ-N$1c2437f2,Sidus Space Files 8K - Other Events >SIDU
SIDU,DJ-N,2025-09-16 10:05:00,,DJ-N$1c2437ee,Sidus Space Files 8K - Entry Into Definitive Agreement >SIDU
SIDU,DJ-N,2025-09-15 12:34:00,,DJ-N$1c217b3e,Press Release: Sidus Space Appoints Lawrence Hollister as Chief Business Officer to Drive Strategic Growth and Market Expansion
BURU,DJ-N,2025-12-30 12:00:00,,DJ-N$1d1dac3b,Press Release: NUBURU Provides Year-End Update -2-
BURU,DJ-N,2025-12-30 12:00:00,,DJ-N$1d1dac3a,Press Release: NUBURU Provides Year-End Update Regarding Strategic Milestones
BURU,DJ-N,2025-12-18 22:16:00,,DJ-N$1d09bd14,Nuburu Files 8K - Unregistered Equity Sales >BURU
BURU,DJ-N,2025-12-18 22:16:00,,DJ-N$1d09bd11,Nuburu Files 8K - Direct Or Off-Balance Sheet Financial Obligation >BURU
BURU,DJ-N,2025-12-18 22:16:00,,DJ-N$1d09bd0d,Nuburu Files 8K - Entry Into Definitive Agreement >BURU
BURU,DJ-N,2025-12-15 12:30:00,,DJ-N$1cfed5e4,Press Release: NUBURU Secures $25 Million -2-
BURU,DJ-N,2025-12-15 12:30:00,,DJ-N$1cfed5e2,"Press Release: NUBURU Secures $25 Million Financing, Advancing Integrated Defense & Security Platform"
BURU,DJ-N,2025-12-04 22:10:00,,DJ-N$1ce8d783,Nuburu Files 8K - Entry Into Definitive Agreement >BURU
BURU,DJ-N,2025-12-01 12:30:00,,DJ-N$1cddb2f9,Press Release: NUBURU Advances Tekne-Aligned Defense Transformation with Binding Agreement to Acquire Italian Laser Specialist LYOCON
BURU,DJ-N,2025-12-01 12:30:00,,DJ-N$1cddb24c,NUBURU Advances Tekne-Aligned Defense Transformation With Binding Agreement To Acquire Italian Laser Specialist LYOCON >BURU
BURU,DJ-N,2025-11-21 08:00:00,,DJ-N$1cc811d7,"NUBURU INC  COM, Inst Holders, 3Q 2025 (BURU)"
BURU,DJ-N,2025-11-19 12:33:00,,DJ-N$1cc25da1,Nuburu Announces Execution of First EUR2 M in Fincl Support to Tekne S.p.A.
BURU,DJ-N,2025-11-19 12:33:00,,DJ-N$1cc25d55,Nuburu: Initial Capital Execution Marks First Phase of EUR15 M Support Package >BURU
BURU,DJ-N,2025-11-19 12:30:00,,DJ-N$1cc25a82,"NUBURU Executes First Tranche of Tekne Fincl Program, Bolstering Strategic Partnership and Defense Expansion"
BURU,DJ-N,2025-11-19 12:30:00,,DJ-N$1cc25a1f,"Press Release: NUBURU Executes First Tranche of Tekne Financial Program, Bolstering Strategic Partnership and Defense Expansion"
BURU,DJ-N,2025-11-12 12:46:00,,DJ-N$1cb03828,Press Release: NUBURU and Tekne Forge Renewed Partnership Driving Industrial Innovation and Global Defense Cooperation
BURU,DJ-N,2025-11-06 22:10:00,,DJ-N$1ca27c26,Nuburu Files 8K - Asset Acquisition Or Disposition >BURU
BURU,DJ-N,2025-11-06 22:10:00,,DJ-N$1ca27c24,Nuburu Files 8K - Entry Into Definitive Agreement >BURU
BURU,DJ-N,2025-11-06 12:30:00,,DJ-N$1ca09c3a,"Press Release: NUBURU Strengthens Balance Sheet, Advances Defense-Tech Acquisition Program and Revamps Blue-Laser Business"
BURU,DJ-N,2025-10-31 11:01:00,,DJ-N$1c9106cd,Nuburu: Further Injection of $3.5M Remains Planned -- Targeted for Accelerated Completion >BURU
